acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,heart_rate,room_temp,room_light,room_type,posture,time_of_day,risk_level,fall_event,fall_severity
0.3142473325952739,-0.48388583405432156,7.796137635593247,-14.160777990552845,3.480839985796445,10.210889552673654,76,21,315,Bedroom,Walking,Evening,Low,0,None
-0.9080240755212109,-0.32034730819432017,10.435418030209227,-2.255794292044994,-2.588462864346073,0.7766249959970073,96,20,203,Hallway,Sitting,Evening,High,0,None
-1.4123037013352915,0.4241659464019164,8.560741605146529,2.758703999554602,-0.44045622014536645,1.9907363256126855,86,27,826,Bathroom,Lying,Morning,Low,0,None
1.465648768921554,0.5228354880354996,9.859932630266329,6.0013087486941465,10.849682940402714,-0.2895387493845436,84,19,153,Hallway,Walking,Afternoon,High,0,None
-0.22577630048653566,-0.573700003938579,10.077376937958192,-2.315806810426995,-7.118413184419615,-3.67558400362294,72,21,905,LivingRoom,Lying,Afternoon,Low,0,None
0.06752820468792384,-0.02435459226098284,11.160658595838651,-2.057133035580012,-9.259213657873293,-0.9296224047438537,67,23,429,Hallway,Transition,Afternoon,Low,1,Severe
-1.4247481862134568,2.1422703586118637,8.491179600880889,5.769503671278736,3.9179483239930333,-7.996973810971556,115,28,947,LivingRoom,Walking,Morning,Low,1,Mild
-0.5443827245251827,1.7275431701007113,6.780487844179175,-9.348708498477103,-3.393215306470516,11.385432490266522,64,28,302,LivingRoom,Transition,Afternoon,Medium,0,None
0.11092258970986608,0.4363236696740321,9.983849544753696,-1.9426038759150464,-1.5911876387131012,-6.17255999211198,71,22,387,Hallway,Standing,Night,Medium,0,None
-1.1509935774223028,0.03800347816820029,11.600511181510853,0.9521194496252887,-3.905781890655571,-5.159831419235897,100,20,144,Bedroom,Walking,Afternoon,High,0,None
0.37569801834567196,0.1200313267182613,11.038946352939439,2.2460936064251715,-1.2990007038375626,-2.201296021932002,62,19,928,Bathroom,Lying,Afternoon,High,0,None
-0.600638689918805,0.6135179727304166,10.009659415274626,-2.549033465954413,7.992690560481707,6.4403786242618875,94,26,297,Bathroom,Standing,Afternoon,Low,0,None
-0.2916937497932768,-1.0227925651984056,9.308363814367953,0.17220505852920676,4.010642293090597,0.07254499631327069,92,18,315,Hallway,Transition,Morning,Low,0,None
-0.6017066122293969,-0.2573765374233451,10.60712259663731,-12.441636767064947,4.311117559434885,-6.180678980152312,116,26,580,Bedroom,Transition,Night,Medium,0,None
1.8522781845089378,-1.6685840738775894,8.826453800295532,-3.2912420616692417,-7.081135278963227,6.271691803786697,81,18,408,Bedroom,Lying,Night,Medium,0,None
-0.013497224737933921,0.39922312260527926,10.27635776935622,2.267543562772337,-5.755768682764346,3.6550031339274067,109,24,995,Bathroom,Standing,Evening,Medium,0,None
-1.0577109289559004,0.647195939702741,10.305470159166628,-4.911470171273398,-14.195393297427135,2.692174786082262,115,23,534,Bedroom,Sitting,Evening,High,0,None
0.822544912103189,-0.483186462299374,10.86020990749888,0.29492110794798687,-4.04690410541377,3.578671205854202,103,24,431,Hallway,Lying,Night,Medium,0,None
-1.2208436499710222,1.5739867632900328,12.559660038911078,2.23436250401349,4.783515931928292,11.971809502912254,68,20,795,Hallway,Transition,Afternoon,High,0,None
0.2088635950047554,-1.2257656630023412,10.192415967178768,-1.712746004288825,2.5847325787418547,10.925474475180561,100,20,126,Bedroom,Walking,Afternoon,Medium,0,None
-1.9596701238797756,-1.4643748802098202,9.291036374292503,0.8523188549828544,-1.1075663147606194,-3.4335767150164767,77,28,265,Hallway,Standing,Afternoon,Medium,0,None
-1.3281860488984305,0.22445181855997204,9.774425687808007,-4.813662826423061,-0.11150141859026526,8.119424964055762,109,18,417,LivingRoom,Sitting,Morning,Low,0,None
0.19686123586912352,1.0470983026121545,8.030924095110883,-1.0330563984802332,-3.4444277128770278,1.9158409487945016,88,21,373,Bathroom,Walking,Afternoon,High,0,None
0.7384665799954104,1.6839276914578687,9.105286868910943,3.0510808479461127,1.0237944120089209,2.495479080688747,98,29,482,Hallway,Standing,Morning,Medium,0,None
0.1713682811899705,-0.45888426286894,9.390717561886897,0.7848648048421711,3.829391397403074,-8.461354158216643,86,19,464,Bedroom,Lying,Night,Low,1,Moderate
-0.11564828238824053,1.0786808334312956,9.275911602065408,-2.9326563478196777,-8.079433937052364,-0.8519288269409798,95,27,202,Bathroom,Lying,Afternoon,High,1,Moderate
-0.3011036955892888,-0.03850846950070721,9.952354872033723,1.121082021453965,1.4982384391867407,-4.0641179516828245,104,25,602,Hallway,Standing,Afternoon,High,0,None
-1.4785219903674274,-0.17262729994081963,8.9775800676178,3.57304895318309,4.662174354773336,4.140294074466546,76,20,944,Bathroom,Sitting,Evening,Medium,0,None
-0.7198442083947086,0.8836599374866724,10.921030667324473,-10.24970639288739,-2.075501444816848,5.355402502014025,115,24,472,Bedroom,Standing,Night,High,0,None
-0.4606387709597875,0.6523228784134196,9.800207064918197,5.795370324779489,3.5035030606029185,-10.372431755081557,93,24,715,LivingRoom,Walking,Afternoon,Low,0,None
1.0571222262189157,-1.5763921569842494,9.790699678861387,-1.6812736934053598,14.073272222362764,-0.11017432002135225,105,29,344,LivingRoom,Walking,Morning,Low,0,None
0.3436182895684614,1.4765403497258958,9.472105283487084,2.1274496662011515,-0.5217139649344595,5.60930752397126,62,26,916,Hallway,Lying,Night,High,0,None
-1.763040155362734,1.3800913541474515,9.95519068385898,5.986234618226139,1.966535250026618,-0.9333948115672248,64,23,268,LivingRoom,Standing,Evening,Low,0,None
0.324083969394795,-0.6255627015095294,10.625098264667635,-6.8583684861523295,-3.6902854183069578,3.645318225011822,73,18,727,Hallway,Lying,Night,High,0,None
-0.38508228041631654,0.39580353343740904,8.9328697842891,-3.547205012137733,0.906255813010252,1.7558273381354204,62,25,752,Bathroom,Sitting,Morning,Low,0,None
-0.6769220003059587,0.4940301862827388,9.141883510924744,-1.442743479378524,2.3013581249115194,1.7083011597631317,82,18,517,Hallway,Walking,Evening,High,0,None
0.6116762888408679,0.2606737658239071,9.496273971223337,-3.9187676056221417,0.9742117013506902,-1.3565748903414874,98,20,455,Hallway,Transition,Morning,High,0,None
1.030999522495951,-0.5503051538454201,8.454129076526787,8.674682879184042,-5.098476598544284,-6.082904020678548,89,28,577,Hallway,Transition,Night,High,0,None
0.9312801191161986,-0.6716233679380516,8.980742140278503,-4.2838604691339635,1.0318088566272534,-5.607650737125137,109,22,224,LivingRoom,Standing,Evening,Low,0,None
-0.8392175232226385,-0.025554070991445278,9.323779126455342,-2.777733897434333,7.310979693588184,3.5467625722765863,104,25,636,Hallway,Standing,Morning,High,0,None
-0.3092123758512146,1.1727290192593647,10.674389180712728,1.021945158014884,2.2431788225726366,0.09729127759441558,82,26,805,Bedroom,Transition,Night,High,0,None
0.33126343140356396,0.5436001545944323,10.062561329001925,-6.010747630380444,4.809935945359205,-0.6925612230361238,86,24,995,Hallway,Standing,Morning,Medium,0,None
0.9755451271223592,-0.37061433208610595,9.993589911367545,-1.9784035587813191,-1.1850598500631386,-2.119450211611763,113,26,711,Bathroom,Walking,Afternoon,Medium,0,None
-0.47917423784528995,0.7716987106483447,10.650897962167972,1.5872663062508758,3.7495011971185526,-1.525944227403759,69,28,501,Bedroom,Sitting,Night,High,0,None
-0.18565897666381712,-2.8485426206300755,9.662628211600603,-1.6643020219125562,1.3963391910826297,5.234558972440697,84,20,616,Bathroom,Sitting,Evening,Medium,0,None
-1.1063349740060282,1.1487657003721035,10.19046484992889,-0.46693429449974144,-4.75455364843616,-1.6762204093401336,72,22,630,Bathroom,Lying,Evening,High,0,None
-1.1962066240806708,-1.7397137787780996,9.696778247067504,-2.646660562241854,1.5926050239943723,-6.705323566507843,75,27,781,Bathroom,Walking,Afternoon,Medium,0,None
0.812525822394198,-0.36244094140313216,10.06536234939963,-7.572351545903835,-4.958483317201552,3.7182588777008663,100,25,885,Bedroom,Standing,Morning,Low,0,None
1.356240028570823,-1.1196698946261439,9.21724134238842,1.6079660566961929,-3.1644013744239596,-1.024383319323586,93,29,353,Bedroom,Standing,Morning,Low,0,None
-0.07201012158033385,-1.2946814757209058,7.361182841723572,8.774665358236208,0.9466415364618707,0.15697932766388223,114,18,220,LivingRoom,Lying,Evening,High,0,None
1.0035328978920242,1.1608267873785194,9.665720837813696,0.09200815391719064,1.4862213669006201,8.037891531997552,96,25,131,Bedroom,Lying,Morning,High,0,None
0.36163602504763415,-0.46770120131189136,11.222748136099941,1.1263205862377477,-5.946162325385646,-0.10280278675253593,81,24,760,Hallway,Standing,Night,Low,0,None
-0.6451197546051243,0.3465038817307158,10.726215402241593,3.4636137755842973,5.269928855914381,1.4459183655936267,76,18,877,Bathroom,Standing,Night,Low,0,None
0.36139560550841393,-0.04692057887918407,10.76539748459117,-6.346652482733496,2.8600313915023645,-5.894617456491627,82,27,136,LivingRoom,Walking,Evening,Medium,0,None
1.5380365664659692,0.47704082722312147,11.036130721806218,8.512573290648028,-3.523642178054419,-1.0983472617548007,113,29,788,Bedroom,Lying,Night,High,0,None
-0.03582603910995154,0.07682189106025536,9.888657590961438,1.0116439821140102,-7.687923982245877,3.047630226043006,95,27,441,Bathroom,Walking,Evening,Low,0,None
1.5646436558140062,-1.2829922241885696,9.997315707405596,8.159284495445544,-0.7245228954071565,-7.776868669206212,108,29,112,Bedroom,Standing,Morning,Low,0,None
-2.6197451040897444,0.99626681944714,9.182348104565651,-3.6651649776199466,-2.229718569305801,1.0042254655785479,68,23,282,LivingRoom,Transition,Morning,High,0,None
0.8219025043752238,-0.4937565831613125,9.48392714397295,9.090309612789124,0.565702285265114,0.5039553632240314,111,18,756,Bedroom,Transition,Morning,Medium,0,None
0.08704706823817122,-1.556581898659751,10.415771149771142,3.8757774701739156,-1.8155833057778326,0.2064372779371969,61,19,364,Bedroom,Standing,Afternoon,Medium,1,Severe
-0.29900735046586746,-0.4281151609659125,11.003884437168818,2.765200429261792,-10.037284303725048,5.1857944932912154,91,22,187,Bathroom,Lying,Evening,Medium,0,None
0.0917607765355023,1.5007597906343109,9.660553724319001,1.1701222717657398,-1.941734691505792,1.6721925742426076,115,19,561,Hallway,Transition,Night,Medium,0,None
-1.9875689146008928,0.8502217421134929,9.349810735148589,-1.2426430903722467,-1.5280955553415647,7.39035949178222,109,27,145,Bedroom,Lying,Morning,Low,0,None
-0.21967188783751193,-0.3486521344078592,9.800527958856598,6.002658292369363,3.1683051238702937,-4.967947577970181,112,18,491,LivingRoom,Transition,Afternoon,High,0,None
0.3571125715117464,-0.3492577043184288,10.401206748929116,0.7017993492402348,-3.4909983730552483,0.6796228360917399,118,23,218,Bedroom,Lying,Night,High,0,None
1.477894044741516,-0.3216350512173826,8.35614518386646,-9.835348517935762,8.39337336686283,0.4223339319497371,81,25,630,Bedroom,Transition,Night,Low,0,None
-0.5182702182736474,2.076747983560841,7.503819046862763,-5.585932308535012,-9.558202753258785,-5.346272468775401,102,25,546,Hallway,Lying,Night,Low,0,None
-0.8084936028931876,0.38193545223155334,9.249463150508417,-0.9292287609637364,6.555837489013122,4.781475010456731,72,25,831,Bathroom,Walking,Morning,Low,0,None
-0.5017570435845365,0.43004164719106963,8.579287574085843,1.5499949158277753,-1.1215948543905239,11.62336652926409,67,28,844,LivingRoom,Lying,Night,High,0,None
0.9154021177020741,1.0302834540318422,9.29185980235269,-0.2829424444994792,4.297924361717781,-0.08503037241915498,118,23,705,Bathroom,Walking,Evening,High,0,None
0.32875110965968446,0.23878915902651351,9.65221968118253,6.094853948968316,0.3990074202936655,2.5251054413688347,60,28,862,Bathroom,Walking,Afternoon,High,0,None
-0.5297602037670388,-0.2590421458207031,9.346751590976988,-9.755509320193124,5.697777680127346,0.4225923790766362,76,20,861,Bathroom,Standing,Night,Medium,0,None
0.5132674331133561,-0.19634984908497827,11.252467534470746,0.717939682525801,-1.9368098227640562,-3.5679233495358793,71,18,893,Bedroom,Walking,Night,Low,0,None
0.09707754934804039,-0.07160125941406395,10.126744764602321,-9.089896126935773,-5.493102125889061,-9.103801389010082,63,19,843,Hallway,Sitting,Evening,Low,0,None
0.9686449905328892,-0.03722223650984159,10.100474359610828,3.798561477420842,7.102521436355316,-3.528867415476826,112,22,145,Bedroom,Walking,Night,Low,0,None
-0.7020530938773524,0.7276295436369798,10.422207144043403,-0.4722935722100138,-0.5674032294107059,-6.9597919047586565,72,27,985,LivingRoom,Lying,Morning,High,0,None
-0.3276621465977682,0.05194588580729943,8.66116688221923,2.098049860120591,1.107792368121053,8.52051039029559,90,22,607,Hallway,Walking,Morning,Low,0,None
-0.39210815313215763,0.7326400772155792,10.839111787420268,-4.31941480294883,6.173759570223975,-0.5755484696161958,100,27,657,Bathroom,Lying,Morning,Low,0,None
-1.4635149481321186,-0.08071658010858232,9.724235713464541,6.397324658288755,-5.159776210472175,-1.7295966452358535,118,18,625,Hallway,Lying,Night,Medium,0,None
0.29612027706457605,0.07863519031609059,10.470480617241213,5.208623320294256,2.9774544881962868,4.44576912393903,66,18,696,LivingRoom,Sitting,Afternoon,High,0,None
0.26105527217988933,-1.9982006845321076,8.728142766959845,2.917721515059438,-2.9494737823144543,-5.60875551427944,82,26,930,Bedroom,Walking,Afternoon,Low,0,None
0.00511345664246089,0.9163276747024814,8.246241233983936,-0.6475862343172039,-0.6608467782218592,-3.834320190022762,83,19,939,Bedroom,Walking,Night,High,0,None
-0.23458713337514692,0.3464884758979927,10.61788965802503,2.8992864264756606,0.3613948269214445,0.34036134624310516,64,24,102,Bathroom,Transition,Afternoon,High,0,None
-1.4153707420504142,0.9980101098596522,10.176409526097517,-3.5344628399367446,-7.50110930723468,5.143844957117403,64,27,127,Bedroom,Transition,Afternoon,High,0,None
-0.42064532276535904,-2.8962553781936893,8.89794844564249,4.277778295103561,-3.8941852141021736,2.508425225843941,76,21,480,Bedroom,Standing,Night,Medium,0,None
-0.3427145165267695,2.0883747047807275,8.930336918725306,8.247404471619605,6.755364462065696,1.241625712579411,89,24,256,LivingRoom,Lying,Morning,High,0,None
-0.8022772692216189,-0.13958962815517376,10.92543478441477,5.353052799895931,4.430955942923978,0.39058867618008175,68,25,954,Hallway,Sitting,Night,High,0,None
-0.16128571166600914,1.1081828167375165,8.610588107132672,-3.6480123490370477,-0.3131978866361743,2.001179277633876,65,22,610,Bedroom,Transition,Morning,High,0,None
0.4040508568145384,-1.0399059271255309,11.442672953255965,1.8070865863655143,1.2156172925644655,1.0082645256462732,84,29,432,LivingRoom,Walking,Morning,Low,0,None
1.8861859012105302,0.6127739050625697,8.899379265352131,-6.465707718793238,-1.4712125281822883,-5.149861373884679,78,29,943,LivingRoom,Standing,Afternoon,Medium,0,None
0.17457781283183896,-1.0534155631736561,10.438391925608384,2.861951555878379,6.78291692913991,0.2303961081657567,75,18,786,Bathroom,Sitting,Afternoon,Low,0,None
0.25755039072276437,-0.6237689606958051,9.471381524251017,2.253017064312694,-1.0017628889708194,-5.368443294588763,80,21,213,LivingRoom,Walking,Morning,Medium,0,None
-0.07444591576616721,1.9140313538667861,10.403187431082344,-9.34908169766082,1.1592104606742402,0.4054127145041186,61,27,488,Bathroom,Walking,Morning,Medium,0,None
-1.9187712152990415,-0.19068240076334658,9.255885997885809,-5.808919219561819,5.730150720710325,-2.403239707441207,69,20,586,Bedroom,Lying,Afternoon,High,0,None
-0.026513875449216878,0.21743287317972287,9.637207093927707,-1.4156944837188357,-3.886857424229533,12.696908113914308,75,27,942,Bathroom,Lying,Evening,High,0,None
0.06023020994102644,0.8700677306887542,9.840919175395722,-1.5042987357041313,7.79394592248447,-0.1994719187585596,96,29,349,LivingRoom,Transition,Morning,Low,0,None
2.463242112485286,0.49568188797260465,8.797812544218528,-6.047384677094026,-7.652307048716884,-7.021197831307944,74,22,670,Hallway,Transition,Morning,Medium,0,None
-0.19236096478112252,0.15041890514357642,10.540824345420127,1.9448936467609188,8.148210655563993,-0.6709010533846228,72,27,814,Hallway,Walking,Morning,High,0,None
0.30154734233361247,0.3649610024662254,9.286786433528416,1.2573680447025604,-1.863377919759873,2.59679372818944,72,27,414,Bedroom,Walking,Afternoon,High,0,None
-0.03471176970524331,2.403415585238275,9.571400084659983,-0.9713456598925965,-1.2134937391264087,8.366819730762618,91,23,338,Bedroom,Transition,Night,High,0,None
-1.168678037619532,-0.05761879703358539,8.805650625391488,-3.778957500791815,-9.450050855914714,-2.947261999693592,104,19,333,Hallway,Transition,Morning,High,0,None
1.1428228145150205,0.2010990467149675,7.23766634120469,5.243535632082818,-2.2739735868884643,-7.9121398701181995,106,24,402,Bathroom,Walking,Morning,Low,0,None
0.7519330326867741,1.050654396007612,9.608972237399831,8.277035565441476,-5.199032655134421,4.084185057154906,105,20,706,Bedroom,Sitting,Morning,Low,0,None
0.7910319470430469,1.1055259329579838,12.212615421612917,-2.4178074192326853,-3.0382317268673633,-6.902993529498255,67,18,752,LivingRoom,Walking,Night,High,0,None
-0.9093874547947389,1.1870303055603801,10.584604287898024,-3.0608345857741037,-0.686554828944398,-2.180777207537425,102,27,433,Bedroom,Sitting,Night,High,0,None
1.4027943109360992,0.6387302220291846,9.780739620265607,2.4560383270599813,4.788958072364528,-1.2881024275549702,77,20,212,Bathroom,Sitting,Morning,High,1,Mild
-1.4018510627922809,-1.1430049127304835,9.537109170791734,-1.7901468987349312,1.038016757003129,-0.34816726650054086,115,26,720,Bedroom,Walking,Morning,High,0,None
0.5868570938002703,1.633431532301096,9.822465892812048,-0.6969860033161708,1.5383832670055693,3.445822285371678,95,27,461,LivingRoom,Standing,Evening,High,0,None
2.1904556258099785,-1.146345393018688,10.34711911517521,3.698265758623357,-5.477596944227812,-3.4181714114319384,85,28,956,LivingRoom,Transition,Night,Medium,0,None
-0.9905363251306883,0.30263546523903323,8.619187184691157,-9.546780437536464,-4.403770448013651,-1.3686462608338035,69,28,900,LivingRoom,Lying,Evening,Medium,0,None
-0.5662977296027719,-0.7542758500193579,10.914321694668873,6.5915116242633465,8.99362509175656,-0.07135176474694252,90,23,196,Bathroom,Walking,Morning,Medium,0,None
0.09965136508764122,-0.06413834659299254,10.515381315441244,0.3634026216467067,-3.676005173816233,0.7479897875939402,92,28,946,Bathroom,Sitting,Morning,Medium,0,None
-0.5034756541161992,0.3287624103034804,10.518185725707935,-2.057465722810901,8.281041260286479,0.48913587353961335,88,23,115,LivingRoom,Walking,Morning,High,0,None
-1.5506634310661327,0.32135721545027307,10.238475738809727,-0.4461707711072446,-1.2153059944043325,2.1800288761128988,64,21,655,LivingRoom,Transition,Morning,Medium,0,None
0.06856297480602733,0.42192075423528475,9.81961665769399,-0.18785322489740633,0.011439680717520247,4.219197548208687,72,25,475,Bathroom,Sitting,Afternoon,Medium,0,None
-1.0623037137261049,1.613711269058647,10.472861235966821,-8.656006517224627,5.351825801149649,1.96317057825484,60,22,841,Bathroom,Lying,Afternoon,Low,1,Mild
0.4735924306351816,0.45353430151397983,10.391814133741379,7.47469113726618,6.359462109693283,2.2679276175460923,82,24,489,Bathroom,Lying,Afternoon,Medium,1,Moderate
-0.9194242342338032,-0.24415663529064868,9.445959289058976,0.20662816135309234,-0.5540628013954375,-7.911115833732389,99,26,719,Hallway,Lying,Evening,Medium,0,None
1.5499344050175394,0.9640871682883573,9.2263982271031,2.215010652236876,-1.9412152676076944,0.2511384958284022,62,22,316,Bathroom,Standing,Night,High,0,None
-0.7832532923362371,1.1894704889246406,9.901856295261988,4.757748852870214,-0.2796022426110656,2.397537740008043,62,28,498,LivingRoom,Sitting,Morning,Medium,0,None
-0.3220615162056756,-1.2276078151369925,11.349020151495187,-5.105812287801501,1.6897876411605914,3.6447059728522513,66,22,359,Hallway,Sitting,Night,Medium,0,None
0.8135172173696698,0.597400069849858,8.5608929243461,2.3673594951761423,4.456518434348777,-3.461753871168971,95,21,923,Bathroom,Standing,Afternoon,High,0,None
-1.2308643164339552,0.7011727423108983,8.33247473424756,-1.3382054544939679,0.021149294970757883,-3.295196374443225,94,23,419,LivingRoom,Sitting,Morning,Medium,0,None
0.22745993460412942,-0.29756350335999193,9.964760841236517,4.233853876082469,3.094431490115768,-2.8705033764179917,74,19,295,Bedroom,Standing,Morning,High,0,None
1.307142754282428,1.3757068133116195,9.850887701856019,-10.636137101757477,8.191798661354705,2.6820694994567167,99,20,577,Hallway,Walking,Evening,Medium,0,None
-1.6074832345612275,-0.15005558703252672,9.973341664370409,-0.495471501206345,1.9065480613239232,5.169405274621043,62,18,517,LivingRoom,Transition,Night,Low,0,None
0.1846338585323042,0.12557645347154225,10.0439531979085,-3.014103278919808,1.5582642800238915,-2.037300536458008,88,19,574,Bedroom,Lying,Evening,Low,1,Mild
0.25988279424842353,-0.1730718242838696,9.576797745365196,2.1613147531707773,-7.594554125450339,4.539811568135245,89,19,706,LivingRoom,Standing,Afternoon,Medium,0,None
0.7818228717773104,0.015579047581467534,11.289863438602083,2.3502209368410107,-13.153650684145317,0.617399045822971,98,25,667,Bathroom,Standing,Night,Low,0,None
-1.236950710878082,-1.0962750868952018,8.199096021523484,-3.5381294741101303,1.9418786461508417,-0.6214288858121815,77,25,643,Bathroom,Standing,Afternoon,High,0,None
-1.3204566130842763,-1.4400508825942944,8.971502975219755,-3.560869320880218,-0.4741211564043612,-1.056921149089845,70,19,330,Bedroom,Walking,Evening,Medium,1,Severe
0.5219415656168976,1.5945050632249722,9.696745239850953,-0.5533268427866472,-2.57391337457371,3.7330568230107857,102,23,983,Bathroom,Standing,Evening,High,0,None
0.29698467323318606,-0.8469613483183278,8.156811188845833,-4.483211136576041,1.217651020931723,1.6278890839353504,108,22,620,LivingRoom,Transition,Morning,Low,0,None
0.25049285034587654,-0.9913923494563072,9.62414559556793,4.209918477260635,-0.3020186459845415,11.379127138238188,119,20,802,Bedroom,Transition,Night,High,0,None
0.3464482094969757,-2.153390113603715,11.461470165728018,-1.8460360022372306,5.638901253169493,-4.261123214986621,97,22,972,LivingRoom,Lying,Night,Low,0,None
-0.6800247215784908,-0.6389617476895022,9.820886488295962,-14.534941096608208,0.4305543412948895,2.5905085101498786,99,22,299,LivingRoom,Walking,Morning,Low,0,None
0.23225369716100355,-1.3230897934074983,10.030700905718684,-1.8741102831090306,-3.734616425350838,-2.6460050490575644,60,22,945,LivingRoom,Transition,Night,Low,0,None
0.29307247329868125,1.642015160136369,8.53983523482742,-5.1927191042198615,4.950831194796445,-4.346434934943219,88,20,772,Bathroom,Sitting,Afternoon,High,1,Moderate
-0.7143514180263678,1.0098170893426341,9.183638591960523,-8.156379077304727,-1.0856553747310125,-0.05433568517486072,69,20,698,Bathroom,Sitting,Afternoon,Low,1,Moderate
1.8657745111447566,-0.6881503451777238,9.424803619676064,-6.187133191112863,2.6326834183615357,0.68676239703518,87,21,120,LivingRoom,Sitting,Evening,Medium,0,None
0.4738329209117875,2.2524358053443088,9.482284903243766,0.5470423591648503,-2.3870535309640024,14.590867775300463,116,24,410,Hallway,Standing,Afternoon,Low,0,None
-1.1913034972026486,0.9817654869915943,11.08164379500377,6.6432041412411555,-3.249134427487182,-0.9207290784160104,90,29,687,LivingRoom,Standing,Night,Medium,0,None
0.6565536086338297,-0.32483138350862245,10.357691060725125,1.5659223693249,0.42084115092848073,-5.650893647423417,78,29,997,LivingRoom,Sitting,Morning,Medium,0,None
-0.9746816702273214,-2.499405714873573,8.688542043062968,-3.0325169410786983,0.0641432177184256,1.3650535874719285,62,29,752,Bedroom,Lying,Evening,Medium,0,None
0.787084603742452,2.2909425725907417,10.046504778432006,2.2795209758535133,2.3991351768341653,-10.373200187731841,95,19,737,LivingRoom,Lying,Morning,Medium,0,None
1.158595579007404,-1.389572466763596,10.298221748496786,-2.295451551094959,-1.3432287665487128,-0.4597839130213293,102,27,862,Bathroom,Standing,Evening,High,0,None
-0.8206823183517105,-1.6453987469568918,10.940149038521268,-3.4730018458157232,-9.181798918851987,0.08012641147580213,74,21,999,Bedroom,Sitting,Evening,Medium,0,None
0.9633761292443218,1.0225704320096403,11.380540686568374,-5.771813341164922,-2.1638694179419433,3.973001914726057,92,21,695,Hallway,Lying,Morning,Low,0,None
0.4127809269364983,2.439752406339273,8.784905808172132,-8.759144033758595,3.969092335719078,4.868111247139234,100,18,533,Bedroom,Standing,Afternoon,Medium,0,None
0.82206015999449,1.3842728185105182,8.989142488789662,-1.9496185327972264,-1.4868803962155321,-2.5178480945385875,102,27,470,Hallway,Sitting,Afternoon,Low,0,None
1.8967929826539474,0.5639091200523596,8.542422141085385,0.7902674496006592,-1.2319170125727401,-0.7530700731496651,110,25,659,Bedroom,Walking,Afternoon,High,1,Severe
-0.2453881160028705,0.594754341665286,9.56598014089302,-0.4831183500744486,4.931882529529686,-3.8306041530533546,104,18,990,Bedroom,Sitting,Afternoon,Medium,0,None
-0.7537361643574896,0.8534155587803077,10.266358374446336,-2.0798346397367933,-3.559866136294614,-5.6403127740384695,85,25,177,Hallway,Sitting,Morning,Low,1,Moderate
